Post Date,Post Type,Campaign Type,Hashtags,Audience Emotion,Engagement Source,Impressions,Reach,Likes,Comments,Shares,Saves,Profile Visits,Follows
2024-08-13,Story,Product Launch,"#MakeupGoals, #SugarCosmetics, #VeganBeauty",Excited,Paid,8373,7882,1404,243,30,124,369,108
2025-03-12,Video,Influencer Collab,"#SugarCosmetics, #CrueltyFree, #BoldLooks",Curious,Organic,26709,24422,5271,514,504,453,895,133
2024-12-23,Story,Influencer Collab,#SugarCosmetics,Curious,Paid,36732,22371,1723,335,102,167,610,137
2024-11-02,Video,Giveaway,#MakeupGoals,Happy,Paid,34613,31381,3312,588,33,70,1070,263
2024-12-11,Story,Tutorial,#BoldLooks,Excited,Collab,7430,4617,951,113,14,94,56,21
2024-07-05,Story,Influencer Collab,"#MakeupGoals, #CrueltyFree",Inspired,Collab,26032,19540,1643,100,132,67,334,125
2024-06-17,Reel,Giveaway,#MakeupGoals,Excited,Collab,42568,33130,8260,1421,539,367,1158,359
2024-09-11,Video,Tutorial,#VeganBeauty,Excited,Paid,16422,14405,1886,279,78,117,421,71
2025-02-09,Image,Tutorial,#BoldLooks,Excited,Influencer,39908,34690,1811,203,96,39,707,285
2024-06-20,Video,Giveaway,#VeganBeauty,Excited,Organic,41761,27829,4836,476,411,340,499,62
2024-11-14,Video,Festive Offer,"#BoldLooks, #SugarCosmetics, #MakeupGoals",Confident,Collab,1671,1287,92,12,4,8,17,5
2025-02-15,Reel,Product Launch,"#BoldLooks, #SugarCosmetics",Curious,Paid,39595,35739,3527,521,292,243,1586,407
2025-04-12,Reel,Influencer Collab,"#MakeupGoals, #CrueltyFree, #VeganBeauty",Curious,Paid,44404,28711,2022,300,191,171,374,79
2024-11-11,Image,Product Launch,"#MakeupGoals, #CrueltyFree, #SugarCosmetics",Happy,Collab,25817,15837,3648,434,245,265,725,257
2025-04-10,Reel,Giveaway,"#SugarCosmetics, #BoldLooks, #VeganBeauty",Inspired,Collab,9080,5659,869,63,66,52,210,24
2024-04-19,Reel,Influencer Collab,#MakeupGoals,Excited,Collab,29758,25315,1630,98,18,157,999,241
2024-12-07,Story,Giveaway,"#BoldLooks, #SugarCosmetics",Confident,Collab,49355,35653,7306,1090,194,247,496,180
2024-08-23,Story,Festive Offer,"#CrueltyFree, #BoldLooks",Happy,Influencer,11759,8146,441,27,42,19,332,116
2024-10-25,Story,Product Launch,#CrueltyFree,Happy,Influencer,32182,21625,1606,228,128,114,674,78
2024-04-26,Video,Influencer Collab,"#CrueltyFree, #MakeupGoals, #BoldLooks",Excited,Influencer,47857,42092,4569,900,293,304,1680,713
2024-06-01,Story,Tutorial,"#CrueltyFree, #MakeupGoals",Inspired,Influencer,30921,19938,2345,443,70,116,543,149
2025-04-15,Reel,Influencer Collab,"#VeganBeauty, #CrueltyFree, #SugarCosmetics",Confident,Paid,40896,26880,2815,532,199,168,282,140
2024-09-07,Image,Product Launch,#MakeupGoals,Happy,Paid,31841,28197,6267,1109,580,251,1133,322
2025-03-26,Image,Festive Offer,#BoldLooks,Excited,Collab,15215,13113,2118,163,31,96,526,109
2025-03-08,Video,Influencer Collab,"#VeganBeauty, #BoldLooks, #MakeupGoals",Happy,Organic,24387,15000,1244,86,93,106,278,84
2025-02-26,Story,Tutorial,"#MakeupGoals, #CrueltyFree, #SugarCosmetics",Inspired,Influencer,21567,15524,2059,337,158,141,221,35
2024-08-16,Reel,Tutorial,"#MakeupGoals, #BoldLooks",Curious,Paid,30725,27826,4932,809,120,280,288,57
2024-07-21,Reel,Product Launch,"#BoldLooks, #VeganBeauty",Happy,Organic,26860,24402,2576,203,229,187,547,217
2024-05-11,Story,Festive Offer,"#BoldLooks, #VeganBeauty, #CrueltyFree",Curious,Collab,40213,32797,2873,296,231,184,334,135
2024-07-21,Reel,Giveaway,"#SugarCosmetics, #MakeupGoals",Happy,Organic,11805,10523,549,89,42,40,423,184
2025-03-26,Story,Giveaway,#SugarCosmetics,Confident,Collab,13087,10151,760,81,51,62,189,29
2024-11-25,Video,Influencer Collab,#BoldLooks,Happy,Influencer,8909,6632,1254,63,82,60,277,38
2024-05-19,Video,Product Launch,#CrueltyFree,Inspired,Organic,28766,26061,3961,627,76,150,993,120
2024-05-22,Video,Festive Offer,"#BoldLooks, #VeganBeauty, #CrueltyFree",Inspired,Organic,44543,37271,7864,711,662,470,487,60
2025-01-28,Video,Influencer Collab,"#VeganBeauty, #SugarCosmetics, #BoldLooks",Confident,Influencer,43092,37105,9142,744,770,563,925,137
2024-10-24,Image,Tutorial,#CrueltyFree,Confident,Collab,7256,5455,369,30,23,29,272,128
2025-03-02,Story,Festive Offer,"#BoldLooks, #MakeupGoals",Confident,Influencer,11028,7286,1293,160,33,96,361,143
2024-05-16,Image,Giveaway,"#CrueltyFree, #BoldLooks, #MakeupGoals",Excited,Collab,49998,40006,6703,520,285,313,441,48
2025-02-08,Reel,Tutorial,"#MakeupGoals, #VeganBeauty, #BoldLooks",Happy,Organic,7397,5956,1128,213,90,27,262,49
2024-11-12,Video,Festive Offer,"#SugarCosmetics, #VeganBeauty",Excited,Collab,30252,27065,2360,402,120,138,415,54
2025-02-10,Story,Tutorial,"#MakeupGoals, #BoldLooks, #SugarCosmetics",Curious,Influencer,16078,14733,3416,570,36,83,280,42
2024-06-07,Story,Festive Offer,#VeganBeauty,Inspired,Collab,8736,7539,1367,264,22,33,160,32
2024-06-08,Reel,Influencer Collab,"#VeganBeauty, #BoldLooks",Excited,Influencer,1162,809,167,32,7,9,35,7
2024-12-31,Story,Influencer Collab,"#SugarCosmetics, #CrueltyFree, #VeganBeauty",Confident,Influencer,42800,32983,1870,111,171,58,1032,272
2024-10-20,Video,Product Launch,#VeganBeauty,Happy,Paid,33262,20963,2040,326,121,61,949,244
2024-11-18,Reel,Giveaway,"#CrueltyFree, #MakeupGoals",Confident,Paid,12929,9652,984,157,96,39,349,62
2024-06-22,Story,Product Launch,#VeganBeauty,Curious,Paid,32703,23493,2625,504,254,90,255,98
2024-07-31,Image,Festive Offer,"#CrueltyFree, #VeganBeauty",Curious,Influencer,26470,18207,4007,537,228,116,808,314
2024-11-10,Reel,Festive Offer,#BoldLooks,Inspired,Paid,47760,41890,6692,949,203,587,1137,177
2025-03-24,Video,Product Launch,"#VeganBeauty, #BoldLooks",Confident,Paid,15357,13782,2533,302,119,182,438,54
2024-12-10,Story,Tutorial,#CrueltyFree,Inspired,Influencer,25487,16290,1974,388,160,118,384,172
2024-09-30,Video,Festive Offer,#SugarCosmetics,Confident,Collab,10369,7419,1493,190,42,134,335,150
2024-07-10,Image,Influencer Collab,"#BoldLooks, #CrueltyFree",Inspired,Collab,28624,22786,4560,609,272,125,541,115
2025-04-14,Image,Tutorial,#BoldLooks,Curious,Influencer,42971,37789,4700,553,215,129,1044,186
2024-11-14,Video,Product Launch,#SugarCosmetics,Happy,Paid,7411,5804,623,105,38,44,243,62
2025-02-06,Video,Festive Offer,"#SugarCosmetics, #BoldLooks",Happy,Collab,23447,21429,3300,386,198,109,740,181
2025-01-27,Video,Giveaway,#BoldLooks,Excited,Paid,1282,893,220,15,6,7,40,14
2025-01-12,Image,Product Launch,"#MakeupGoals, #CrueltyFree, #VeganBeauty",Inspired,Organic,21074,14954,3136,612,273,92,592,134
2024-07-06,Reel,Product Launch,#VeganBeauty,Inspired,Influencer,26150,20132,1499,238,58,149,990,358
2025-01-21,Reel,Tutorial,"#CrueltyFree, #VeganBeauty",Happy,Collab,21095,12750,2064,266,154,188,167,65
2024-08-18,Image,Influencer Collab,"#BoldLooks, #CrueltyFree, #VeganBeauty",Happy,Paid,16036,11512,1258,236,25,101,570,262
2024-09-21,Image,Giveaway,#CrueltyFree,Curious,Influencer,47443,36091,4387,544,370,205,611,235
2025-01-05,Reel,Giveaway,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Curious,Organic,21215,13376,2592,292,237,205,236,81
2024-12-27,Story,Influencer Collab,"#CrueltyFree, #BoldLooks, #VeganBeauty",Inspired,Influencer,19710,16109,1940,341,101,190,569,85
2024-09-11,Story,Giveaway,#MakeupGoals,Confident,Paid,23433,16726,3132,189,80,277,319,138
2024-10-06,Reel,Tutorial,"#VeganBeauty, #BoldLooks, #SugarCosmetics",Confident,Paid,42814,26843,3169,570,93,154,341,138
2025-04-03,Video,Tutorial,"#BoldLooks, #VeganBeauty, #CrueltyFree",Curious,Paid,45333,39246,9054,768,748,223,1803,649
2024-11-06,Reel,Giveaway,"#VeganBeauty, #BoldLooks, #MakeupGoals",Happy,Paid,22125,18468,2993,199,150,170,823,262
2024-10-11,Story,Influencer Collab,#MakeupGoals,Excited,Collab,47738,44963,3243,367,44,256,2100,445
2024-06-05,Video,Festive Offer,#SugarCosmetics,Confident,Collab,19351,16403,4011,697,292,349,808,281
2024-07-24,Image,Tutorial,#SugarCosmetics,Confident,Organic,49200,34767,7505,692,664,217,1326,419
2024-07-15,Image,Product Launch,"#CrueltyFree, #MakeupGoals",Happy,Collab,32655,22602,1338,180,47,115,293,55
2024-05-14,Story,Giveaway,"#MakeupGoals, #SugarCosmetics, #BoldLooks",Inspired,Influencer,27957,24046,1433,265,124,105,811,370
2024-08-28,Reel,Product Launch,"#CrueltyFree, #MakeupGoals, #SugarCosmetics",Curious,Organic,6374,4000,391,66,5,26,199,88
2024-04-27,Video,Giveaway,"#BoldLooks, #SugarCosmetics",Curious,Organic,31462,26131,2625,217,141,207,810,91
2024-12-03,Story,Influencer Collab,"#MakeupGoals, #BoldLooks, #SugarCosmetics",Confident,Influencer,26634,23710,5353,726,302,291,537,147
2024-11-20,Image,Product Launch,#SugarCosmetics,Confident,Paid,43856,31544,2617,197,249,145,1310,466
2024-07-17,Story,Festive Offer,"#VeganBeauty, #BoldLooks, #CrueltyFree",Curious,Influencer,19230,14986,1061,114,57,76,719,244
2024-12-03,Image,Festive Offer,"#MakeupGoals, #CrueltyFree",Happy,Collab,12190,11511,1194,132,107,24,133,45
2024-07-13,Video,Influencer Collab,#VeganBeauty,Confident,Organic,5378,3490,367,71,14,21,62,21
2024-04-22,Story,Influencer Collab,#SugarCosmetics,Happy,Organic,31519,25429,4002,712,57,346,1112,237
2024-05-16,Reel,Giveaway,"#VeganBeauty, #MakeupGoals",Confident,Organic,31502,27750,4562,578,166,431,718,96
2025-01-19,Reel,Festive Offer,"#VeganBeauty, #MakeupGoals",Confident,Influencer,5648,5006,782,142,48,17,185,21
2024-12-20,Story,Festive Offer,"#VeganBeauty, #MakeupGoals, #BoldLooks",Inspired,Collab,22386,14461,1517,165,72,80,669,257
2024-05-12,Video,Tutorial,"#SugarCosmetics, #BoldLooks, #MakeupGoals",Confident,Influencer,45299,37875,4141,653,396,321,1686,170
2024-07-17,Video,Giveaway,"#CrueltyFree, #SugarCosmetics, #BoldLooks",Excited,Collab,36820,32782,1905,344,63,139,1377,502
2024-05-15,Reel,Influencer Collab,#CrueltyFree,Inspired,Organic,33402,27012,4319,799,200,197,1080,286
2025-04-05,Reel,Giveaway,"#MakeupGoals, #CrueltyFree, #SugarCosmetics",Confident,Influencer,37636,31521,3857,536,42,273,1466,505
2024-05-01,Image,Product Launch,"#MakeupGoals, #BoldLooks, #VeganBeauty",Confident,Collab,47619,31435,5582,899,322,481,1560,667
2025-03-19,Story,Giveaway,"#VeganBeauty, #BoldLooks, #MakeupGoals",Confident,Paid,29669,23330,3260,204,149,302,987,183
2024-08-25,Image,Festive Offer,#SugarCosmetics,Excited,Influencer,40832,34919,6301,1114,455,342,1289,270
2024-05-16,Story,Influencer Collab,"#SugarCosmetics, #BoldLooks, #MakeupGoals",Curious,Collab,37788,34070,5725,480,255,320,1130,456
2024-11-04,Video,Tutorial,"#SugarCosmetics, #BoldLooks",Excited,Influencer,17743,16170,848,89,10,43,501,152
2024-07-20,Image,Tutorial,"#MakeupGoals, #VeganBeauty",Confident,Paid,41603,31230,2452,449,100,79,344,123
2024-08-05,Story,Festive Offer,#CrueltyFree,Confident,Influencer,3011,1813,230,38,14,6,79,24
2025-01-04,Video,Giveaway,"#SugarCosmetics, #MakeupGoals",Confident,Collab,12951,8758,2168,256,155,67,257,28
2024-10-24,Reel,Product Launch,#BoldLooks,Happy,Organic,34210,26894,2075,134,59,195,714,184
2024-07-11,Video,Tutorial,"#BoldLooks, #SugarCosmetics, #CrueltyFree",Happy,Organic,19693,17028,2412,225,219,70,821,185
2024-11-14,Video,Tutorial,#CrueltyFree,Curious,Collab,28734,21706,5404,712,96,370,348,39
2024-06-09,Story,Influencer Collab,"#CrueltyFree, #MakeupGoals",Happy,Influencer,37575,27021,4276,312,255,270,1093,473
2025-01-25,Story,Product Launch,"#CrueltyFree, #SugarCosmetics, #VeganBeauty",Curious,Collab,47633,42364,8125,622,452,602,821,354
2025-04-17,Reel,Tutorial,"#SugarCosmetics, #BoldLooks, #VeganBeauty",Confident,Organic,10714,7048,1174,234,27,100,128,52
2025-03-27,Reel,Giveaway,#CrueltyFree,Excited,Organic,20554,18665,3260,441,214,117,481,55
2024-11-26,Story,Tutorial,#MakeupGoals,Curious,Organic,26232,22265,5151,359,326,349,537,152
2024-11-28,Reel,Influencer Collab,#MakeupGoals,Curious,Organic,11485,7416,1543,106,125,64,334,159
2024-10-19,Video,Giveaway,"#SugarCosmetics, #CrueltyFree",Happy,Collab,33272,31015,4732,303,368,280,685,203
2024-07-22,Reel,Giveaway,"#CrueltyFree, #BoldLooks, #MakeupGoals",Excited,Organic,29064,23162,3202,451,296,156,903,413
2025-02-17,Video,Product Launch,#CrueltyFree,Excited,Collab,4802,3566,768,126,47,74,64,9
2024-10-19,Video,Giveaway,"#VeganBeauty, #BoldLooks",Confident,Paid,17499,10518,1872,177,59,84,212,23
2025-02-26,Video,Tutorial,"#BoldLooks, #VeganBeauty, #SugarCosmetics",Excited,Organic,26518,21726,5111,270,270,383,845,318
2024-09-24,Image,Product Launch,"#MakeupGoals, #VeganBeauty",Inspired,Paid,23313,19149,3425,592,137,269,596,248
2024-07-02,Video,Tutorial,"#MakeupGoals, #VeganBeauty, #SugarCosmetics",Curious,Influencer,28810,27347,5069,883,185,107,1080,468
2024-05-25,Video,Influencer Collab,#MakeupGoals,Curious,Collab,21620,18673,3805,566,300,333,645,87
2024-05-26,Story,Giveaway,"#VeganBeauty, #CrueltyFree, #SugarCosmetics",Inspired,Influencer,12528,10687,1133,173,13,50,341,120
2024-12-31,Image,Giveaway,"#VeganBeauty, #CrueltyFree, #MakeupGoals",Curious,Organic,45716,38594,1976,128,174,147,560,244
2024-10-03,Image,Festive Offer,"#BoldLooks, #MakeupGoals, #VeganBeauty",Happy,Collab,41591,31916,2522,394,176,93,1421,370
2024-09-03,Video,Festive Offer,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Curious,Paid,18622,17229,2257,419,87,131,328,116
2024-09-30,Reel,Tutorial,"#MakeupGoals, #VeganBeauty, #CrueltyFree",Inspired,Organic,34204,20925,1944,218,152,68,811,362
2024-09-25,Video,Influencer Collab,"#CrueltyFree, #SugarCosmetics",Curious,Paid,16369,14527,2337,340,134,133,281,62
2024-10-17,Image,Festive Offer,"#CrueltyFree, #MakeupGoals",Curious,Paid,32566,25837,3979,284,317,165,771,164
2025-03-20,Reel,Product Launch,"#BoldLooks, #VeganBeauty",Inspired,Organic,38713,34389,6683,606,308,188,603,249
2025-01-27,Reel,Festive Offer,"#SugarCosmetics, #BoldLooks",Confident,Collab,4167,3365,771,106,40,36,160,21
2024-05-10,Reel,Festive Offer,#CrueltyFree,Confident,Paid,42627,27096,3306,299,283,148,1126,514
2025-01-05,Video,Giveaway,"#CrueltyFree, #BoldLooks, #MakeupGoals",Confident,Collab,44148,33015,4142,788,293,121,386,125
2024-12-28,Reel,Product Launch,"#VeganBeauty, #CrueltyFree",Curious,Organic,45859,37670,7186,364,179,553,1380,671
2024-12-26,Video,Influencer Collab,"#CrueltyFree, #SugarCosmetics",Happy,Influencer,25427,16409,3039,582,103,176,580,289
2024-05-27,Image,Festive Offer,#SugarCosmetics,Excited,Influencer,46968,34099,8230,1029,402,465,625,154
2024-05-12,Reel,Influencer Collab,#MakeupGoals,Curious,Collab,6355,3819,847,65,50,45,148,36
2024-09-22,Reel,Influencer Collab,"#VeganBeauty, #MakeupGoals, #CrueltyFree",Inspired,Collab,31154,26657,4786,810,372,109,687,324
2025-01-27,Image,Festive Offer,#VeganBeauty,Happy,Collab,31499,27042,3059,448,139,235,485,221
2024-08-28,Video,Tutorial,"#CrueltyFree, #MakeupGoals",Confident,Influencer,45283,27851,5107,886,410,324,389,145
2025-02-24,Reel,Influencer Collab,#MakeupGoals,Inspired,Influencer,29172,21373,2510,132,53,133,635,166
2025-03-19,Image,Tutorial,"#SugarCosmetics, #MakeupGoals",Confident,Organic,35832,32862,3395,538,302,79,851,344
2024-05-31,Video,Product Launch,"#VeganBeauty, #BoldLooks",Excited,Influencer,37982,33078,6767,867,662,203,353,144
2024-07-24,Video,Tutorial,"#CrueltyFree, #SugarCosmetics, #BoldLooks",Curious,Collab,49861,36334,3137,361,125,148,1437,272
2024-07-02,Video,Product Launch,"#SugarCosmetics, #MakeupGoals",Happy,Collab,21093,16868,2759,412,163,249,624,198
2024-07-02,Video,Giveaway,"#SugarCosmetics, #CrueltyFree, #MakeupGoals",Confident,Organic,24303,21243,4377,519,200,193,268,51
2024-11-13,Story,Giveaway,"#SugarCosmetics, #MakeupGoals, #VeganBeauty",Inspired,Organic,28233,22901,3313,195,233,220,1136,222
2024-10-10,Story,Giveaway,#VeganBeauty,Curious,Paid,27423,25968,4126,802,69,203,493,87
2024-06-12,Image,Festive Offer,#BoldLooks,Excited,Collab,44369,40536,8895,865,310,876,1260,582
2024-09-30,Reel,Festive Offer,"#SugarCosmetics, #VeganBeauty, #BoldLooks",Happy,Collab,8006,6692,682,69,63,29,192,87
2024-06-29,Reel,Influencer Collab,"#CrueltyFree, #VeganBeauty, #BoldLooks",Excited,Organic,15824,13315,2503,474,137,96,156,41
2024-08-05,Image,Tutorial,"#VeganBeauty, #BoldLooks, #CrueltyFree",Confident,Paid,28045,22026,2166,270,154,56,462,195
2024-10-15,Reel,Giveaway,"#VeganBeauty, #MakeupGoals",Excited,Organic,40121,31751,2732,324,165,243,928,426
2024-07-25,Story,Tutorial,#VeganBeauty,Curious,Collab,9811,8783,2162,365,187,85,425,75
2025-03-24,Image,Giveaway,"#SugarCosmetics, #CrueltyFree, #VeganBeauty",Curious,Influencer,26851,25459,4896,965,299,199,699,235
2025-04-12,Reel,Tutorial,"#VeganBeauty, #CrueltyFree",Inspired,Organic,32030,21616,1137,59,96,89,523,198
2024-05-18,Image,Influencer Collab,"#MakeupGoals, #BoldLooks",Inspired,Collab,15122,11833,2904,475,71,168,458,91
2024-10-08,Story,Influencer Collab,"#BoldLooks, #VeganBeauty",Confident,Influencer,24360,18522,3820,741,300,337,632,274
2025-02-27,Reel,Tutorial,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Confident,Organic,19020,13921,2232,381,31,188,238,72
2025-03-19,Video,Festive Offer,"#BoldLooks, #VeganBeauty, #CrueltyFree",Excited,Influencer,10135,6419,871,47,46,63,94,20
2025-03-17,Image,Influencer Collab,"#VeganBeauty, #MakeupGoals",Excited,Organic,41695,39465,9509,1181,533,556,1397,190
2024-11-18,Image,Giveaway,#SugarCosmetics,Confident,Collab,43589,40165,9647,1317,406,800,804,261
2024-05-27,Story,Festive Offer,"#BoldLooks, #VeganBeauty, #MakeupGoals",Inspired,Paid,2105,1746,171,13,15,4,52,9
2024-05-08,Video,Festive Offer,"#VeganBeauty, #BoldLooks",Excited,Collab,21584,14678,3541,255,251,134,400,155
2024-12-28,Image,Influencer Collab,"#SugarCosmetics, #VeganBeauty",Excited,Organic,3871,3108,476,77,16,22,142,67
2024-11-15,Video,Giveaway,#BoldLooks,Curious,Organic,46607,34504,6991,1212,629,444,627,126
2025-03-09,Image,Product Launch,#VeganBeauty,Happy,Influencer,43351,31041,6860,556,112,175,1478,447
2024-04-24,Story,Tutorial,"#CrueltyFree, #SugarCosmetics, #MakeupGoals",Excited,Paid,16042,10158,2187,124,164,179,244,104
2024-05-25,Story,Tutorial,"#SugarCosmetics, #BoldLooks",Happy,Influencer,17673,16021,2528,233,122,58,242,98
2025-04-13,Story,Tutorial,#SugarCosmetics,Happy,Organic,33252,24799,3831,222,373,145,549,121
2025-02-05,Video,Festive Offer,"#CrueltyFree, #VeganBeauty",Curious,Collab,39402,35814,2162,170,81,169,1275,339
2025-03-14,Story,Giveaway,"#SugarCosmetics, #VeganBeauty",Curious,Influencer,23412,17510,1936,191,143,165,302,75
2024-07-20,Video,Tutorial,"#VeganBeauty, #MakeupGoals",Curious,Paid,37218,35351,4636,385,364,293,565,142
2024-06-22,Story,Giveaway,#SugarCosmetics,Inspired,Influencer,46046,36402,6984,524,560,465,1750,204
2024-09-24,Image,Tutorial,#SugarCosmetics,Confident,Paid,28128,20437,4901,709,106,317,842,322
2024-10-24,Video,Influencer Collab,#BoldLooks,Happy,Influencer,3610,2632,622,108,45,47,74,34
2024-10-23,Story,Festive Offer,"#MakeupGoals, #CrueltyFree, #SugarCosmetics",Happy,Influencer,1406,905,199,20,2,4,14,2
2024-07-11,Reel,Giveaway,"#BoldLooks, #SugarCosmetics",Confident,Collab,2363,2227,492,76,37,31,106,31
2025-03-21,Image,Product Launch,"#BoldLooks, #SugarCosmetics",Excited,Collab,40874,31427,4755,513,435,101,1297,194
2024-09-21,Video,Tutorial,#BoldLooks,Curious,Collab,5173,4377,1068,123,33,81,186,59
2025-04-04,Image,Tutorial,#BoldLooks,Excited,Paid,41880,33054,4492,432,239,132,1601,617
2024-05-11,Video,Influencer Collab,"#CrueltyFree, #VeganBeauty, #MakeupGoals",Inspired,Organic,36531,24817,5605,960,397,392,562,239
2024-06-22,Story,Influencer Collab,"#VeganBeauty, #MakeupGoals, #BoldLooks",Excited,Influencer,21792,19151,1916,275,117,165,885,92
2024-09-13,Image,Product Launch,"#VeganBeauty, #BoldLooks",Happy,Collab,38327,25180,2200,116,99,77,666,315
2024-04-20,Reel,Influencer Collab,#VeganBeauty,Happy,Organic,11808,10713,1833,159,77,48,250,92
2024-09-17,Story,Tutorial,#BoldLooks,Confident,Organic,27049,18173,2295,452,185,180,266,109
2024-07-31,Video,Giveaway,#VeganBeauty,Excited,Collab,25703,22177,1558,142,54,85,1091,138
2025-04-14,Video,Influencer Collab,"#CrueltyFree, #VeganBeauty, #BoldLooks",Inspired,Collab,39556,37261,2631,347,258,169,655,218
2025-02-17,Story,Product Launch,#BoldLooks,Excited,Organic,15256,11003,1425,127,40,83,228,49
2025-02-18,Video,Influencer Collab,"#MakeupGoals, #CrueltyFree",Confident,Paid,11825,9949,783,109,19,73,126,34
2024-10-12,Image,Giveaway,#SugarCosmetics,Curious,Collab,30267,19135,3074,449,225,153,622,174
2024-08-07,Reel,Tutorial,"#BoldLooks, #SugarCosmetics",Inspired,Collab,30231,24313,3772,329,38,127,356,99
2024-09-30,Reel,Giveaway,#VeganBeauty,Excited,Paid,16438,11088,2636,134,209,184,276,33
2025-01-14,Image,Influencer Collab,"#MakeupGoals, #VeganBeauty, #SugarCosmetics",Happy,Influencer,38164,30684,3087,362,296,160,1337,234
2025-01-27,Reel,Tutorial,"#CrueltyFree, #MakeupGoals, #VeganBeauty",Happy,Organic,25351,17115,3132,390,240,144,780,104
2025-02-17,Reel,Product Launch,"#BoldLooks, #VeganBeauty",Confident,Influencer,30038,20742,2839,450,30,190,716,254
2024-11-21,Video,Influencer Collab,#MakeupGoals,Excited,Collab,11409,9644,875,129,73,21,448,50
